timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_status actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state joint_position_deviation_ratio
173685.448 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.153372 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.28645622730255127 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173685.544 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.153564 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.3938823342323303 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173685.63999999998 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152472 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.06943130493164 0.0 0.32226669788360596 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173685.736 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152784 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.28645622730255127 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173685.832 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152376 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.06943130493164 0.0 0.21484586596488953 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173685.92799999999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.153468 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.28645622730255127 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.024 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152688 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.28645622730255127 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.153312 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.14323022961616516 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.216 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152304 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.21484586596488953 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.312 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.15226800000000001 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.28645622730255127 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.408 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.15201599999999998 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.28645622730255127 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.504 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152724 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.28645622730255127 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.15262799999999999 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.21484586596488953 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.696 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152472 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.3938823342323303 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.792 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152388 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.13019943237305 0.0 0.2506510317325592 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.888 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152448 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.06943130493164 0.0 0.28645622730255127 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
173686.984 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.063556201265209e-26 -1.866960817420204 -0.9744003493624851 0.0 0.0 0.0 8.271806125530277e-25 -21.863120340000005 -8.0928584 0.0 0.0 0.0 -1.3294737974749964 -1.940718952809469 -1.6238434950457972 0.7793334722518921 1.2233935594558716 -0.25956899324526006 0.0 0.0 -0.0 0.0 0.0 0.0 0.006729126907885075 0.01345825381577015 -0.0015250411815941334 0.001118993852287531 -0.004475975409150124 -0.001118993852287531 0.0829925611615181 0.0022430422250181437 -0.027450740337371826 0.067139632999897 -0.041402772068977356 0.041402772068977356 -0.0788007856720727 -0.5093900631360757 0.4509577977256152 -0.007850511810564717 -1.720560371820634 2.38173177703264 0.0 0.0 0.0 0.0 0.0 0.0 -7.749969242375784 -46.04106196160405 -66.40325857797943 -21.00184523138783 2.8150311625398436 0.2313320296249609 -0.4565952489133026 -0.36596903907194234 0.07411623032392561 1.5491165044934359 0.00032550353314611785 0.0001585167210457219 0.0 0.0 0.0 0.0 0.0 0.0 0 28.45230484008789 31.7643985748291 32.387184143066406 32.80549240112305 34.98220443725586 37.77507019042969 0.152748 3 239 239 239 239 239 239 1 49.10020065307617 49.10020065307617 49.10020065307617 0.0 1.0 0.0 48.06943130493164 0.0 0.2506510317325592 47.87900161743164 47.95500183105469 44.33599853515625 44.12300109863281 47.803001403808594 46.099998474121094 0 1 0.0004846668664892917
